Sample #,RandomID,Hair ID,Rapid Genomics ID,Site ID,Week,Check Date,Strand,Sample Quality,DNR ID,Database ID,PIT Tag,Bear,Sex,Year,Date,County,Region,What,Plate,Follicles,Abnormalitiy?,Comments,Address,Latitude,Longitude,,
291,297,297-23,UGA_173101_P004_WB03,HS 078,2,6/22/23,T,10+,,,,,,2023,6/22/23,Twiggs,CGA,Hair Snare,4,9,,,,32.48743,-83.45378,,
292,298,298-23,UGA_173101_P004_WC03,HS 026,1,6/14/23,B,10+,,,,,,2023,6/14/23,Houston,CGA,Hair Snare,4,7,,,,32.44461,-83.52258,,
293,299,299-23,UGA_173101_P004_WD03,HS 068,4,7/8/23,B,10+,,,,,,2023,7/8/23,Bleckley,CGA,Hair Snare,4,11,,,,32.43761,-83.46568,,
294,300,300-23,UGA_173101_P004_WF03,HS 127,4,7/8/23,T,6 to 10,,,,,,2023,7/8/23,Twiggs,CGA,Hair Snare,4,7,,,,32.60175,-83.50735,,
295,301,301-23,UGA_173101_P004_WG03,HS 010,4,7/5/23,T,10+,,,,,,2023,7/5/23,Pulaski,CGA,Hair Snare,4,10,,,,32.37021,-83.54153,,
296,302,302-23,UGA_173101_P004_WH03,HS 101,1,6/15/23,B,6 to 10,,,,,,2023,6/15/23,Twiggs,CGA,Hair Snare,4,6,,,,32.50851,-83.39172,,
297,303,303-23,UGA_173101_P004_WB04,HS 027,6,7/18/23,T,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,4,10,,,,32.44472,-83.50545,,
298,304,304-23,UGA_173101_P004_WC04,HS 030,3,6/28/23,T,6 to 10,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,4,6,,,,32.45655,-83.54399,,
299,305,305-23,UGA_173101_P004_WD04,HS 027,6,7/18/23,T,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,4,10,,,,32.44472,-83.50545,,
300,306,306-23,UGA_173101_P004_WE04,HS 030,3,6/28/23,B,10+,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,4,5,,,,32.45655,-83.54399,,
300,306,306-23,UGA_173101_P004_WH05,HS 030,3,6/28/23,B,10+,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,4,7,,,,32.45655,-83.54399,,
301,307,307-23,UGA_173101_P004_WF04,HS 009,7,7/26/23,T,10+,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,4,7,,,,32.38062,-83.55952,,
302,308,308-23,UGA_173101_P004_WG04,HS 040,6,7/18/23,B,6 to 10,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,4,5,,,,32.47500,-83.52335,,
303,309,309-23,UGA_173101_P004_WH04,HS 042,4,7/6/23,T,6 to 10,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,4,7,,,,32.48712,-83.55912,,
304,310,310-23,UGA_173101_P004_WA05,HS 024,7,7/25/23,T,10+,,,,,,2023,7/25/23,Houston,CGA,Hair Snare,4,7,,,,32.42737,-83.49335,,
305,311,311-23,UGA_173101_P004_WB05,HS 121,6,7/21/23,T,6 to 10,,,,,,2023,7/21/23,Twiggs,CGA,Hair Snare,4,6,,Not Good Follicles,,32.57649,-83.49005,,
306,312,312-23,UGA_173101_P004_WC05,HS 027,6,7/18/23,B,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,4,12,,,,32.44472,-83.50545,,
307,313,313-23,UGA_173101_P004_WD05,HS 009,7,7/26/23,T,10+,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,4,7,,,,32.38062,-83.55952,,
308,314,314-23,UGA_173101_P004_WE05,HS 101,3,6/30/23,B,10+,,,,,,2023,6/30/23,Twiggs,CGA,Hair Snare,4,8,,,,32.50851,-83.39172,,
309,315,315-23,UGA_173101_P004_WF05,HS 032,4,7/5/23,B,10+,,,,,,2023,7/5/23,Houston,CGA,Hair Snare,4,5,,,,32.45173,-83.51407,,
310,316,316-23,UGA_173101_P004_WG05,HS 008,4,7/6/23,T,10+,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,4,5,,,,32.41673,-83.59290,,
311,317,317-23,UGA_173101_P004_WA06,HS 078,2,6/22/23,T,10+,,,,,,2023,6/22/23,Twiggs,CGA,Hair Snare,4,12,,,,32.48743,-83.45378,,
312,318,318-23,UGA_173101_P004_WB06,HS 002,7,7/28/23,B,6 to 10,,,,,,2023,7/28/23,Houston,CGA,Hair Snare,4,8,,,,32.39388,-83.59598,,
313,319,319-23,UGA_173101_P004_WC06,HS 032,6,7/19/23,B,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,4,14,,,,32.45173,-83.51407,,
314,320,320-23,UGA_173101_P004_WD06,HS 101,3,6/30/23,T,10+,,,,,,2023,6/30/23,Twiggs,CGA,Hair Snare,4,8,,,,32.50851,-83.39172,,
315,321,321-23,UGA_173101_P004_WE06,HS 042,6,7/20/23,T,6 to 10,,,,,,2023,7/20/23,Houston,CGA,Hair Snare,4,8,,,,32.48712,-83.55912,,
316,322,322-23,UGA_173101_P004_WF06,HS 101,5,7/14/23,B,10+,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,4,6,,,,32.50851,-83.39172,,
317,323,323-23,UGA_173101_P004_WG06,HS 008,3,6/29/23,T,10+,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,4,6,,,,32.41673,-83.59290,,
318,324,324-23,UGA_173101_P004_WH06,HS 056,5,7/11/23,B,6 to 10,,,,,,2023,7/11/23,Pulaski,CGA,Hair Snare,4,11,,,,32.35842,-83.48504,,
319,325,325-23,UGA_173101_P004_WA07,HS 130,2,6/24/23,T,6 to 10,,,,,,2023,6/24/23,Twiggs,CGA,Hair Snare,4,5,,,,32.61567,-83.50919,,
320,326,326-23,UGA_173101_P004_WC07,HS 066,6,7/19/23,T,10+,,,,,,2023,7/19/23,Bleckley,CGA,Hair Snare,4,12,,,,32.42799,-83.46671,,
321,327,327-23,UGA_173101_P004_WD07,HS 008,4,7/6/23,T,10+,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,4,6,,Not Good Follicles,,32.41673,-83.59290,,
322,328,328-23,UGA_173101_P004_WE07,HS 088,6,7/19/23,T,10+,,,,,,2023,7/19/23,Twiggs,CGA,Hair Snare,4,8,,,,32.50554,-83.45286,,
323,329,329-23,UGA_173101_P004_WF07,HS 009,4,7/5/23,T,10+,,,,,,2023,7/5/23,Houston,CGA,Hair Snare,4,15,,,,32.38062,-83.55952,,
324,330,330-23,UGA_173101_P004_WG07,HS 027,6,7/18/23,B,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,4,10,,,,32.44472,-83.50545,,
325,331,331-23,UGA_173101_P004_WB07,HS 123,4,7/6/23,T,10+,,,,,,2023,7/6/23,Twiggs,CGA,Hair Snare,4,9,,,,32.57586,-83.44059,,
325,331,331-23,UGA_173101_P004_WH07,HS 123,4,7/6/23,T,10+,,,,,,2023,7/6/23,Twiggs,CGA,Hair Snare,4,9,,,,32.57586,-83.44059,,
326,332,332-23,UGA_173101_P004_WA08,HS 050,7,7/27/23,T,10+,,,,,,2023,7/27/23,Houston,CGA,Hair Snare,4,20,,,,32.50752,-83.55628,,
327,334,334-23,UGA_173101_P004_WB08,HS 012,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,4,10,,,,32.39073,-83.56828,,
328,335,335-23,UGA_173101_P004_WC08,HS 026,2,6/21/23,T,10+,,,,,,2023,6/21/23,Houston,CGA,Hair Snare,4,10,,,,32.44461,-83.52258,,
329,336,336-23,UGA_173101_P004_WD08,HS 027,7,7/25/23,B,10+,,,,,,2023,7/25/23,Houston,CGA,Hair Snare,4,12,,,,32.44472,-83.50545,,
330,337,337-23,UGA_173101_P004_WE08,HS 065,5,7/13/23,B,10+,,,,,,2023,7/13/23,Bleckley,CGA,Hair Snare,4,12,,,,32.42075,-83.45467,,
331,338,338-23,UGA_173101_P004_WF08,HS 029,7,7/26/23,T,10+,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,4,9,,,,32.45940,-83.55615,,
332,339,339-23,UGA_173101_P004_WG08,HS 068,2,6/24/23,B,10+,,,,,,2023,6/24/23,Bleckley,CGA,Hair Snare,4,18,,,,32.43761,-83.46568,,
333,340,340-23,UGA_173101_P004_WH08,HS 027,5,7/11/23,T,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,4,10,,,,32.44472,-83.50545,,
334,341,341-23,UGA_173101_P004_WA09,HS 032,7,7/26/23,T,10+,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,4,8,,,,32.45173,-83.51407,,
335,342,342-23,UGA_173101_P004_WB09,HS 051,4,7/6/23,B,10+,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,4,8,,,,32.50791,-83.54721,,
336,343,343-23,UGA_173101_P004_WC09,HS 050,7,7/27/23,T,6 to 10,,,,,,2023,7/27/23,Houston,CGA,Hair Snare,4,6,,,,32.50752,-83.55628,,
337,344,344-23,UGA_173101_P004_WD09,HS 127,4,7/8/23,B,10+,,,,,,2023,7/8/23,Twiggs,CGA,Hair Snare,4,6,,,,32.60175,-83.50735,,
338,345,345-23,UGA_173101_P004_WE09,HS 024,3,6/27/23,T,10+,,,,,,2023,6/27/23,Houston,CGA,Hair Snare,4,7,,,,32.42737,-83.49335,,
339,346,346-23,UGA_173101_P004_WF09,HS 042,4,7/6/23,B,6 to 10,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,4,6,,,,32.48712,-83.55912,,
340,347,347-23,UGA_173101_P004_WG09,HS 021,4,7/4/23,B,6 to 10,,,,,,2023,7/4/23,Houston,CGA,Hair Snare,4,6,,,,32.41182,-83.50189,,
341,348,348-23,UGA_173101_P004_WH09,HS 005,3,6/29/23,T,6 to 10,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,4,5,,,,32.40774,-83.62762,,
342,349,349-23,UGA_173101_P004_WA10,HS 076,2,6/21/23,B,10+,,,,,,2023,6/21/23,Bleckley,CGA,Hair Snare,4,8,,,,32.47301,-83.43739,,
343,350,350-23,UGA_173101_P004_WB10,HS 042,4,7/6/23,B,10+,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,4,10,,,,32.48712,-83.55912,,
344,351,351-23,UGA_173101_P004_WC10,HS 045,7,7/27/23,T,10+,,,,,,2023,7/27/23,Houston,CGA,Hair Snare,4,7,,,,32.49782,-83.57367,,
345,352,352-23,UGA_173101_P004_WD10,HS 042,4,7/6/23,B,10+,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,4,5,,,,32.48712,-83.55912,,
346,354,354-23,UGA_173101_P004_WE10,HS 068,3,7/1/23,B,10+,,,,,,2023,7/1/23,Bleckley,CGA,Hair Snare,4,16,,,,32.43761,-83.46568,,
347,355,355-23,UGA_173101_P004_WF10,HS 096,7,7/29/23,T,10+,,,,,,2023,7/29/23,Twiggs,CGA,Hair Snare,4,8,,,,32.51902,-83.43392,,
348,356,356-23,UGA_173101_P004_WG10,HS 032,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,4,10,,,,32.45173,-83.51407,,
349,357,357-23,UGA_173101_P004_WH10,HS 131,5,7/13/23,T,10+,,,,,,2023,7/13/23,Twiggs,CGA,Hair Snare,4,12,,,,32.61035,-83.45459,,
350,358,358-23,UGA_173101_P004_WA11,HS 110,5,7/14/23,T,10+,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,4,9,,,,32.54697,-83.47593,,
350,358,358-23,UGA_173101_P004_WG11,HS 110,5,7/14/23,T,10+,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,4,8,,,,32.54697,-83.47593,,
351,359,359-23,UGA_173101_P004_WB11,HS 028,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,4,13,,,,32.45919,-83.57036,,
352,360,360-23,UGA_173101_P004_WC11,HS 101,2,6/22/23,T,6 to 10,,,,,,2023,6/22/23,Twiggs,CGA,Hair Snare,4,5,,Not Good Follicles,,32.50851,-83.39172,,
353,361,361-23,UGA_173101_P004_WD11,HS 101,5,7/14/23,T,10+,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,4,12,,,,32.50851,-83.39172,,
354,362,362-23,UGA_173101_P004_WE11,HS 027,5,7/11/23,B,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,4,14,,,,32.44472,-83.50545,,
355,363,363-23,UGA_173101_P004_WF11,HS 068,6,7/22/23,B,10+,,,,,,2023,7/22/23,Bleckley,CGA,Hair Snare,4,6,,,,32.43761,-83.46568,,
356,365,365-23,UGA_173101_P004_WH11,HS 042,6,7/20/23,B,10+,,,,,,2023,7/20/23,Houston,CGA,Hair Snare,4,12,,,,32.48712,-83.55912,,
357,366,366-23,UGA_173101_P004_WA12,HS 024,5,7/11/23,T,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,4,8,,Not Good Follicles,,32.42737,-83.49335,,
358,367,367-23,UGA_173101_P004_WB12,HS 070,5,7/15/23,T,10+,,,,,,2023,7/15/23,Bleckley,CGA,Hair Snare,4,11,,,,32.44693,-83.45346,,
359,368,368-23,UGA_173101_P004_WC12,HS 012,3,6/28/23,T,6 to 10,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,4,8,,,,32.39073,-83.56828,,
360,369,369-23,UGA_173101_P004_WD12,HS 088,5,7/12/23,T,10+,,,,,,2023,7/12/23,Twiggs,CGA,Hair Snare,4,12,,,,32.50554,-83.45286,,
361,370,370-23,UGA_173101_P004_WE12,HS 068,2,6/24/23,B,10+,,,,,,2023,6/24/23,Bleckley,CGA,Hair Snare,4,20,,,,32.43761,-83.46568,,
362,371,371-23,UGA_173101_P004_WF12,HS 025,6,7/18/23,T,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,4,12,,,,32.43851,-83.49664,,
363,372,372-23,UGA_173101_P004_WG12,HS 068,3,7/1/23,B,10+,,,,,,2023,7/1/23,Bleckley,CGA,Hair Snare,4,16,,,,32.43761,-83.46568,,
364,373,373-23,UGA_173101_P004_WH12,HS 025,7,7/25/23,T,10+,,,,,,2023,7/25/23,Houston,CGA,Hair Snare,4,14,,,,32.43851,-83.49664,,
365,374,374-23,UGA_173101_P005_WA01,HS 009,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,5,25,,,,32.38062,-83.55952,,
366,375,375-23,UGA_173101_P005_WB01,HS 007,3,6/29/23,T,10+,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,5,18,,,,32.41777,-83.60471,,
367,376,376-23,UGA_173101_P005_WC01,HS 071,4,7/5/23,B,6 to 10,,,,,,2023,7/5/23,Bleckley,CGA,Hair Snare,5,6,,,,32.45016,-83.47970,,
368,377,377-23,UGA_173101_P005_WB02,HS 028,5,7/12/23,T,10+,,,,,,2023,7/12/23,Houston,CGA,Hair Snare,5,12,,,,32.45919,-83.57036,,
368,377,377-23,UGA_173101_P005_WD01,HS 028,5,7/12/23,T,10+,,,,,,2023,7/12/23,Houston,CGA,Hair Snare,5,12,,,,32.45919,-83.57036,,
369,378,378-23,UGA_173101_P005_WE01,HS 012,1,6/15/23,B,6 to 10,,,,,,2023,6/15/23,Houston,CGA,Hair Snare,5,5,,,,32.39073,-83.56828,,
370,379,379-23,UGA_173101_P005_WF01,HS 127,3,7/1/23,T,6 to 10,,,,,,2023,7/1/23,Twiggs,CGA,Hair Snare,5,8,,,,32.60175,-83.50735,,
371,380,380-23,UGA_173101_P005_WG01,HS 066,6,7/19/23,T,10+,,,,,,2023,7/19/23,Bleckley,CGA,Hair Snare,5,24,,,,32.42799,-83.46671,,
372,381,381-23,UGA_173101_P005_WH01,HS 071,4,7/5/23,T,10+,,,,,,2023,7/5/23,Bleckley,CGA,Hair Snare,5,23,,,,32.45016,-83.47970,,
373,382,382-23,UGA_173101_P005_WA02,HS 078,5,7/14/23,T,10+,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,5,15,,,,32.48743,-83.45378,,
374,383,383-23,UGA_173101_P005_WC02,HS 077,4,7/7/23,T,10+,,,,,,2023,7/7/23,Twiggs,CGA,Hair Snare,5,20,,,,32.48167,-83.46453,,
375,384,384-23,UGA_173101_P005_WD02,HS 021,4,7/4/23,B,10+,,,,,,2023,7/4/23,Houston,CGA,Hair Snare,5,12,,,,32.41182,-83.50189,,
376,385,385-23,UGA_173101_P005_WE02,HS 068,3,7/1/23,T,10+,,,,,,2023,7/1/23,Bleckley,CGA,Hair Snare,5,17,,,,32.43761,-83.46568,,
377,386,386-23,UGA_173101_P005_WF02,HS 001,7,7/28/23,B,10+,,,,,,2023,7/28/23,Houston,CGA,Hair Snare,5,19,,,,32.38816,-83.67687,,
378,387,387-23,UGA_173101_P005_WG02,HS 071,4,7/5/23,B,10+,,,,,,2023,7/5/23,Bleckley,CGA,Hair Snare,5,15,,,,32.45016,-83.47970,,
379,388,388-23,UGA_173101_P005_WH02,HS 012,7,7/26/23,B,6 to 10,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,5,9,,,,32.39073,-83.56828,,
380,389,389-23,UGA_173101_P005_WA03,HS 096,6,7/22/23,T,6 to 10,,,,,,2023,7/22/23,Twiggs,CGA,Hair Snare,5,12,,,,32.51902,-83.43392,,
381,390,390-23,UGA_173101_P005_WB03,HS 101,4,7/7/23,T,10+,,,,,,2023,7/7/23,Twiggs,CGA,Hair Snare,5,8,,,,32.50851,-83.39172,,
382,391,391-23,UGA_173101_P005_WC03,HS 068,7,7/29/23,B,10+,,,,,,2023,7/29/23,Bleckley,CGA,Hair Snare,5,18,,,,32.43761,-83.46568,,
383,392,392-23,UGA_173101_P005_WD03,HS 068,5,7/15/23,T,10+,,,,,,2023,7/15/23,Bleckley,CGA,Hair Snare,5,18,,,,32.43761,-83.46568,,
384,393,393-23,UGA_173101_P005_WE03,HS 027,5,7/11/23,B,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,5,18,,,,32.44472,-83.50545,,
385,394,394-23,UGA_173101_P005_WF03,HS 045,7,7/27/23,B,6 to 10,,,,,,2023,7/27/23,Houston,CGA,Hair Snare,5,12,,,,32.49782,-83.57367,,
386,395,395-23,UGA_173101_P005_WG03,HS 030,3,6/28/23,T,6 to 10,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,5,4,,,,32.45655,-83.54399,,
387,396,396-23,UGA_173101_P005_WH03,HS 044,3,6/27/23,B,6 to 10,,,,,,2023,6/27/23,Houston,CGA,Hair Snare,5,5,,,,32.48715,-83.51058,,
388,397,397-23,UGA_173101_P005_WA04,HS 051,7,7/27/23,T,10+,,,,,,2023,7/27/23,Houston,CGA,Hair Snare,5,18,,,,32.50791,-83.54721,,
389,398,398-23,UGA_173101_P005_WB04,HS 070,3,7/1/23,B,10+,,,,,,2023,7/1/23,Bleckley,CGA,Hair Snare,5,10,,,,32.44693,-83.45346,,
390,399,399-23,UGA_173101_P005_WC04,HS 027,3,6/27/23,T,10+,,,,,,2023,6/27/23,Houston,CGA,Hair Snare,5,10,,,,32.44472,-83.50545,,
391,400,400-23,UGA_173101_P005_WD04,HS 005,5,7/12/23,T,10+,,,,,,2023,7/12/23,Houston,CGA,Hair Snare,5,9,,,,32.40774,-83.62762,,
392,401,401-23,UGA_173101_P005_WE04,HS 030,3,6/28/23,T,10+,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,5,22,,,,32.45655,-83.54399,,
393,402,402-23,UGA_173101_P005_WG04,HS 075,6,7/19/23,T,10+,,,,,,2023,7/19/23,Twiggs,CGA,Hair Snare,5,16,,,,32.47474,-83.45443,,
394,403,403-23,UGA_173101_P005_WH04,HS 068,5,7/15/23,T,10+,,,,,,2023,7/15/23,Bleckley,CGA,Hair Snare,5,18,,,,32.43761,-83.46568,,
395,404,404-23,UGA_173101_P005_WB05,HS 045,7,7/27/23,T,6 to 10,,,,,,2023,7/27/23,Houston,CGA,Hair Snare,5,17,,,,32.49782,-83.57367,,
396,405,405-23,UGA_173101_P005_WC05,HS 089,3,6/28/23,B,10+,,,,,,2023,6/28/23,Twiggs,CGA,Hair Snare,5,15,,,,32.50342,-83.43740,,
397,406,406-23,UGA_173101_P005_WD05,HS 065,5,7/13/23,T,10+,,,,,,2023,7/13/23,Bleckley,CGA,Hair Snare,5,18,,,,32.42075,-83.45467,,
398,407,407-23,UGA_173101_P005_WE05,HS 071,6,7/19/23,B,10+,,,,,,2023,7/19/23,Bleckley,CGA,Hair Snare,5,19,,,,32.45016,-83.47970,,
399,408,408-23,UGA_173101_P005_WF05,HS 050,6,7/20/23,T,10+,,,,,,2023,7/20/23,Houston,CGA,Hair Snare,5,13,,,,32.50752,-83.55628,,
400,409,409-23,UGA_173101_P005_WA08,HS 027,5,7/11/23,B,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,5,18,,,,32.44472,-83.50545,,
400,409,409-23,UGA_173101_P005_WG05,HS 027,5,7/11/23,B,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,5,18,,,,32.44472,-83.50545,,
401,410,410-23,UGA_173101_P005_WH05,HS 079,6,7/19/23,T,10+,,,,,,2023,7/19/23,Twiggs,CGA,Hair Snare,5,13,,,,32.49081,-83.43561,,
402,411,411-23,UGA_173101_P005_WA06,HS 027,7,7/25/23,B,10+,,,,,,2023,7/25/23,Houston,CGA,Hair Snare,5,16,,,,32.44472,-83.50545,,
403,412,412-23,UGA_173101_P005_WB06,HS 031,7,7/26/23,B,10+,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,5,10,,,,32.45188,-83.53431,,
404,413,413-23,UGA_173101_P005_WC06,HS 101,4,7/7/23,B,10+,,,,,,2023,7/7/23,Twiggs,CGA,Hair Snare,5,20,,,,32.50851,-83.39172,,
405,414,414-23,UGA_173101_P005_WD06,HS 042,7,7/27/23,B,10+,,,,,,2023,7/27/23,Houston,CGA,Hair Snare,5,17,,,,32.48712,-83.55912,,
406,415,415-23,UGA_173101_P005_WE06,HS 009,3,6/28/23,T,6 to 10,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,5,15,,,,32.38062,-83.55952,,
407,416,416-23,UGA_173101_P005_WF06,HS 118,1,6/17/23,T,6 to 10,,,,,,2023,6/17/23,Twiggs,CGA,Hair Snare,5,6,,,,32.56782,-83.52305,,
408,417,417-23,UGA_173101_P005_WG06,HS 027,4,7/4/23,B,10+,,,,,,2023,7/4/23,Houston,CGA,Hair Snare,5,20,,,,32.44472,-83.50545,,
409,418,418-23,UGA_173101_P005_WH06,HS 132,4,7/6/23,B,10+,,,,,,2023,7/6/23,Twiggs,CGA,Hair Snare,5,8,,,,32.62112,-83.44886,,
410,419,419-23,UGA_173101_P005_WA07,HS 132,3,6/29/23,T,6 to 10,,,,,,2023,6/29/23,Twiggs,CGA,Hair Snare,5,8,,,,32.62112,-83.44886,,
411,420,420-23,UGA_173101_P005_WB07,HS 027,6,7/18/23,T,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,5,16,,,,32.44472,-83.50545,,
412,421,421-23,UGA_173101_P005_WC07,HS 026,6,7/19/23,B,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,5,10,,,,32.44461,-83.52258,,
413,422,422-23,UGA_173101_P005_WD07,HS 096,6,7/22/23,T,6 to 10,,,,,,2023,7/22/23,Twiggs,CGA,Hair Snare,5,13,,,,32.51902,-83.43392,,
414,423,423-23,UGA_173101_P005_WE07,HS 066,5,7/13/23,T,10+,,,,,,2023,7/13/23,Bleckley,CGA,Hair Snare,5,23,,,,32.42799,-83.46671,,
415,424,424-23,UGA_173101_P005_WF07,HS 027,5,7/11/23,T,6 to 10,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,5,5,,,,32.44472,-83.50545,,
416,425,425-23,UGA_173101_P005_WG07,HS 070,5,7/15/23,T,10+,,,,,,2023,7/15/23,Bleckley,CGA,Hair Snare,5,20,,,,32.44693,-83.45346,,
417,426,426-23,UGA_173101_P005_WF04,HS 012,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,5,10,,,,32.39073,-83.56828,,
417,426,426-23,UGA_173101_P005_WH07,HS 012,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,5,10,,,,32.39073,-83.56828,,
418,427,427-23,UGA_173101_P005_WB08,HS 024,5,7/11/23,T,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,5,16,,,,32.42737,-83.49335,,
419,428,428-23,UGA_173101_P005_WC08,HS 043,5,7/11/23,T,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,5,13,,,,32.48803,-83.54904,,
420,429,429-23,UGA_173101_P005_WD08,HS 030,6,7/19/23,T,6 to 10,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,5,7,,,,32.45655,-83.54399,,
421,430,430-23,UGA_173101_P005_WE08,HS 051,4,7/6/23,T,6 to 10,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,5,10,,,,32.50791,-83.54721,,
422,431,431-23,UGA_173101_P005_WF08,HS 070,3,7/1/23,B,6 to 10,,,,,,2023,7/1/23,Bleckley,CGA,Hair Snare,5,9,,,,32.44693,-83.45346,,
423,432,432-23,UGA_173101_P005_WG08,HS 027,4,7/4/23,B,10+,,,,,,2023,7/4/23,Houston,CGA,Hair Snare,5,22,,,,32.44472,-83.50545,,
424,433,433-23,UGA_173101_P005_WH08,HS 008,3,6/29/23,T,6 to 10,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,5,7,,,,32.41673,-83.59290,,
425,434,434-23,UGA_173101_P005_WA09,HS 077,4,7/7/23,T,6 to 10,,,,,,2023,7/7/23,Twiggs,CGA,Hair Snare,5,5,,Not Good Follicles,,32.48167,-83.46453,,
426,435,435-23,UGA_173101_P005_WB09,HS 123,6,7/20/23,T,6 to 10,,,,,,2023,7/20/23,Twiggs,CGA,Hair Snare,5,7,,Not Good Follicles,,32.57586,-83.44059,,
427,436,436-23,UGA_173101_P005_WC09,HS 070,5,7/15/23,T,10+,,,,,,2023,7/15/23,Bleckley,CGA,Hair Snare,5,7,,,,32.44693,-83.45346,,
428,437,437-23,UGA_173101_P005_WD09,HS 078,3,6/30/23,T,10+,,,,,,2023,6/30/23,Twiggs,CGA,Hair Snare,5,6,,,,32.48743,-83.45378,,
429,438,438-23,UGA_173101_P005_WE09,HS 132,3,6/29/23,B,6 to 10,,,,,,2023,6/29/23,Twiggs,CGA,Hair Snare,5,6,,,,32.62112,-83.44886,,
430,439,439-23,UGA_173101_P005_WF09,HS 071,7,7/26/23,T,10+,,,,,,2023,7/26/23,Bleckley,CGA,Hair Snare,5,7,,,,32.45016,-83.47970,,
431,440,440-23,UGA_173101_P005_WG09,HS 051,4,7/6/23,T,6 to 10,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,5,8,,,,32.50791,-83.54721,,
432,441,441-23,UGA_173101_P005_WH09,HS 065,5,7/13/23,B,10+,,,,,,2023,7/13/23,Bleckley,CGA,Hair Snare,5,17,,,,32.42075,-83.45467,,
433,442,442-23,UGA_173101_P005_WA10,HS 101,6,7/20/23,B,10+,,,,,,2023,7/20/23,Twiggs,CGA,Hair Snare,5,9,,,,32.50851,-83.39172,,
434,443,443-23,UGA_173101_P005_WB10,HS 027,5,7/11/23,T,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,5,18,,,,32.44472,-83.50545,,
435,444,444-23,UGA_173101_P005_WC10,HS 101,6,7/20/23,B,6 to 10,,,,,,2023,7/20/23,Twiggs,CGA,Hair Snare,5,8,,,,32.50851,-83.39172,,
436,445,445-23,UGA_173101_P005_WD10,HS 030,5,7/12/23,T,6 to 10,,,,,,2023,7/12/23,Houston,CGA,Hair Snare,5,15,,,,32.45655,-83.54399,,
