Sample..,RandomID,Hair.ID,Rapid.Genomics.ID,Site.ID,Week,Check.Date,Strand,Sample.Quality,DNR.ID,Database.ID,PIT.Tag,Bear,Sex,Year,Date,County,Region,What,Plate,Follicles,Abnormalitiy.,Comments,Address,Latitude,Longitude,X,X.1
849,849,357-24,UGA_173101_P010_WG04,HS 139,2,6/18/2024,B,6 to 10,,,,,,2024,6/18/2024,Twiggs,CGA,Hair Snare,10,4,,,,32.54836,-83.40818,,
853,853,361-24,UGA_173101_P010_WC05,HS 041,1,6/13/2024,T,6 to 10,,,,,,2024,6/13/2024,Houston,CGA,Hair Snare,10,4,,Not Good Follicles,,32.48639,-83.57415,,
854,854,362-24,UGA_173101_P010_WD05,HS 138,5,7/9/2024,B,10+,,,,,,2024,7/9/2024,Twiggs,CGA,Hair Snare,10,4,,Not Good Follicles,,32.54842,-83.42124,,
857,857,365-24,UGA_173101_P010_WG05,HS 079,2,6/19/2024,B,6 to 10,,,,,,2024,6/19/2024,Twiggs,CGA,Hair Snare,10,6,,,,32.49081,-83.43561,,
858,858,366-24,UGA_173101_P010_WH05,HS 012,3,6/24/2024,T,6 to 10,,,,,,2024,6/24/2024,Houston,CGA,Hair Snare,10,8,,,,32.39073,-83.56828,,
866,866,375-24,UGA_173101_P010_WA07,HS 029,1,6/13/2024,B,6 to 10,,,,,,2024,6/13/2024,Houston,CGA,Hair Snare,10,6,,,,32.4594,-83.55615,,
867,867,376-24,UGA_173101_P010_WB07,HS 048,3,6/27/2024,T,6 to 10,,,,,,2024,6/27/2024,Houston,CGA,Hair Snare,10,5,,,,32.50203,-83.54106,,
873,873,382-24,UGA_173101_P010_WH07,HS 050,4,7/4/2024,T,10+,,,,,,2024,7/4/2024,Houston,CGA,Hair Snare,10,8,,Not Good Follicles,,32.50752,-83.55628,,
876,876,385-24,UGA_173101_P010_WD08,HS 027,2,6/20/2024,T,10+,,,,,,2024,6/20/2024,Houston,CGA,Hair Snare,10,13,,,,32.44472,-83.50545,,
877,877,386-24,UGA_173101_P010_WE08,HS 046,4,7/4/2024,T,10+,,,,,,2024,7/4/2024,Houston,CGA,Hair Snare,10,16,,,,32.50079,-83.56544,,
878,878,387-24,UGA_173101_P010_WF08,HS 099,1,6/10/2024,B,10+,,,,,,2024,6/10/2024,Twiggs,CGA,Hair Snare,10,15,,,,32.52798,-83.4726,,
882,882,391-24,UGA_173101_P010_WB09,HS 037,7,7/25/2024,T,10+,,,,,,2024,7/25/2024,Houston,CGA,Hair Snare,10,20,,,,32.47273,-83.53941,,
883,883,392-24,UGA_173101_P010_WC09,HS 051,1,6/13/2024,T,10+,,,,,,2024,6/13/2024,Houston,CGA,Hair Snare,10,12,,,,32.50791,-83.54721,,
886,886,395-24,UGA_173101_P010_WF09,HS 086,4,7/3/2024,B,6 to 10,,,,,,2024,7/3/2024,Twiggs,CGA,Hair Snare,10,13,,,,32.5018,-83.48859,,
887,887,396-24,UGA_173101_P010_WG09,HS 027,2,6/20/2024,T,10+,,,,,,2024,6/20/2024,Houston,CGA,Hair Snare,10,20,,,,32.44472,-83.50545,,
891,891,400-24,UGA_173101_P010_WD10,HS 042,4,7/4/2024,T,10+,,,,,,2024,7/4/2024,Houston,CGA,Hair Snare,10,UNK,,,,32.48712,-83.55912,,
892,892,401-24,UGA_173101_P010_WE10,HS 029,1,6/13/2024,B,6 to 10,,,,,,2024,6/13/2024,Houston,CGA,Hair Snare,10,UNK,,,,32.4594,-83.55615,,
893,893,402-24,UGA_173101_P010_WF10,HS 030,7,7/25/2024,T,10+,,,,,,2024,7/25/2024,Houston,CGA,Hair Snare,10,UNK,,,,32.45655,-83.54399,,
895,895,404-24,UGA_173101_P010_WA11,HS 142,2,6/18/2024,T,6 to 10,,,,,,2024,6/18/2024,Twiggs,CGA,Hair Snare,10,5,,,,32.60973,-83.44509,,
897,897,406-24,UGA_173101_P010_WC11,HS 051,3,6/27/2024,T,10+,,,,,,2024,6/27/2024,Houston,CGA,Hair Snare,10,10,,,,32.50791,-83.54721,,
900,900,409-24,UGA_173101_P010_WF11,HS 031,7,7/25/2024,B,6 to 10,,,,,,2024,7/25/2024,Houston,CGA,Hair Snare,10,5,,,,32.45188,-83.53431,,
901,901,410-24,UGA_173101_P010_WG11,HS 110,2,6/17/2024,T,6 to 10,,,,,,2024,6/17/2024,Twiggs,CGA,Hair Snare,10,7,,,,32.54697,-83.47593,,
906,906,415-24,UGA_173101_P010_WD12,HS 051,2,6/20/2024,T,10+,,,,,,2024,6/20/2024,Houston,CGA,Hair Snare,10,8,,,,32.50791,-83.54721,,
910,910,419-24,UGA_173101_P010_WH12,HS 096,5,7/8/2024,T,10+,,,,,,2024,7/8/2024,Twiggs,CGA,Hair Snare,10,18,,,,32.51902,-83.43392,,
915,915,424-24,UGA_173101_P011_WE01,HS 051,2,6/20/2024,T,6 to 10,,,,,,2024,6/20/2024,Houston,CGA,Hair Snare,11,8,,Not Good Follicles,,32.50791,-83.54721,,
921,921,430-24,UGA_173101_P011_WD02,HS 051,2,6/20/2024,T,6 to 10,,,,,,2024,6/20/2024,Houston,CGA,Hair Snare,11,8,,,,32.50791,-83.54721,,
922,922,431-24,UGA_173101_P011_WE02,HS 065,1,6/12/2024,T,6 to 10,,,,,,2024,6/12/2024,Bleckley,CGA,Hair Snare,11,6,,,,32.42075,-83.45467,,
927,927,437-24,UGA_173101_P011_WB03,HS 076,5,7/10/2024,T,10+,,,,,,2024,7/10/2024,Bleckley,CGA,Hair Snare,11,10,,,,32.47301,-83.43739,,
928,928,438-24,UGA_173101_P011_WC03,HS 123,2,6/18/2024,T,6 to 10,,,,,,2024,6/18/2024,Twiggs,CGA,Hair Snare,11,8,,Not Good Follicles,,32.57586,-83.44059,,
929,929,439-24,UGA_173101_P011_WE03,HS 066,6,7/17/2024,T,10+,,,,,,2024,7/17/2024,Bleckley,CGA,Hair Snare,11,15,,,,32.42799,-83.46671,,
930,930,440-24,UGA_173101_P011_WF03,HS 065,2,6/19/2024,T,6 to 10,,,,,,2024,6/19/2024,Bleckley,CGA,Hair Snare,11,8,,,,32.42075,-83.45467,,
931,931,441-24,UGA_173101_P011_WG03,HS 073,2,6/19/2024,T,6 to 10,,,,,,2024,6/19/2024,Bleckley,CGA,Hair Snare,11,8,,,,32.45933,-83.47077,,
932,932,442-24,UGA_173101_P011_WH03,HS 071,5,7/10/2024,T,10+,,,,,,2024,7/10/2024,Bleckley,CGA,Hair Snare,11,10,,,,32.45016,-83.4797,,
934,934,444-24,UGA_173101_P011_WB04,HS 065,1,6/12/2024,T,10+,,,,,,2024,6/12/2024,Bleckley,CGA,Hair Snare,11,8,,Not Good Follicles,,32.42075,-83.45467,,
935,935,445-24,UGA_173101_P011_WC04,HS 123,2,6/18/2024,T,10+,,,,,,2024,6/18/2024,Twiggs,CGA,Hair Snare,11,7,,Not Good Follicles,,32.57586,-83.44059,,
937,937,447-24,UGA_173101_P011_WE04,HS 118,2,6/21/2024,T,6 to 10,,,,,,2024,6/21/2024,Twiggs,CGA,Hair Snare,11,6,,,,32.56782,-83.52305,,
941,941,451-24,UGA_173101_P011_WA05,HS 025,6,7/18/2024,T,10+,,,,,,2024,7/18/2024,Houston,CGA,Hair Snare,11,13,,,,32.43851,-83.49664,,
942,942,452-24,UGA_173101_P011_WB05,HS 120,5,7/8/2024,T,10+,,,,,,2024,7/8/2024,Twiggs,CGA,Hair Snare,11,15,,,,32.57003,-83.50392,,
943,943,453-24,UGA_173101_P011_WC05,HS 036,1,6/13/2024,T,10+,,,,,,2024,6/13/2024,Houston,CGA,Hair Snare,11,8,,,,32.46896,-83.55585,,
944,944,454-24,UGA_173101_P011_WD05,HS 050,4,7/4/2024,T,10+,,,,,,2024,7/4/2024,Houston,CGA,Hair Snare,11,8,,,,32.50752,-83.55628,,
945,945,455-24,UGA_173101_P011_WE05,HS 038,3,6/27/2024,T,6 to 10,,,,,,2024,6/27/2024,Houston,CGA,Hair Snare,11,8,,,,32.47396,-83.50776,,
948,948,459-24,UGA_173101_P011_WA06,HS 120,5,7/8/2024,T,6 to 10,,,,,,2024,7/8/2024,Twiggs,CGA,Hair Snare,11,8,,,,32.57003,-83.50392,,
951,951,462-24,UGA_173101_P011_WD06,HS 123,3,6/25/2024,B,6 to 10,,,,,,2024,6/25/2024,Twiggs,CGA,Hair Snare,11,8,,,,32.57586,-83.44059,,
954,954,465-24,UGA_173101_P011_WG06,HS 030,6,7/18/2024,T,10+,,,,,,2024,7/18/2024,Houston,CGA,Hair Snare,11,8,,,,32.45655,-83.54399,,
957,957,468-24,UGA_173101_P011_WB07,HS 043,6,7/18/2024,T,10+,,,,,,2024,7/18/2024,Houston,CGA,Hair Snare,11,8,,,,32.48799,-83.54105,,
958,958,469-24,UGA_173101_P011_WC07,HS 038,3,6/27/2024,B,6 to 10,,,,,,2024,6/27/2024,Houston,CGA,Hair Snare,11,9,,,,32.47396,-83.50776,,
960,960,472-24,UGA_173101_P011_WE07,HS 077,2,6/19/2024,T,6 to 10,,,,,,2024,6/19/2024,Twiggs,CGA,Hair Snare,11,5,,Not Good Follicles,,32.48167,-83.46453,,
961,961,473-24,UGA_173101_P011_WF07,HS 118,1,6/14/2024,T,10+,,,,,,2024,6/14/2024,Twiggs,CGA,Hair Snare,11,8,,,,32.56782,-83.52305,,
1000,1000,1013-24,UGA_173101_P011_WB08,HS 126,7,7/23/2024,B,6 to 10,,,,,,2024,7/23/2024,Twiggs,CGA,Hair Snare,11,7,,,,32.59076,-83.44125,,
967,967,479-24,UGA_173101_P011_WE08,HS 042,5,7/11/2024,B,10+,,,,,,2024,7/11/2024,Houston,CGA,Hair Snare,11,19,,,,32.48712,-83.55912,,
968,968,480-24,UGA_173101_P011_WF08,HS 023,2,6/20/2024,T,10+,,,,,,2024,6/20/2024,Houston,CGA,Hair Snare,11,7,,,,32.41457,-83.4866,,
971,971,483-24,UGA_173101_P011_WA09,HS 030,2,6/20/2024,T,10+,,,,,,2024,6/20/2024,Houston,CGA,Hair Snare,11,20,,,,32.45655,-83.54399,,
973,973,485-24,UGA_173101_P011_WC09,HS 116,4,7/1/2024,T,10+,,,,,,2024,7/1/2024,Twiggs,CGA,Hair Snare,11,20,,,,32.5593,-83.45468,,
976,976,488-24,UGA_173101_P011_WF09,HS 133,7,7/26/2024,T,6 to 10,,,,,,2024,7/26/2024,Twiggs,CGA,Hair Snare,11,10,,,,32.64177,-83.50308,,
982,982,494-24,UGA_173101_P011_WD10,HS 042,7,7/25/2024,B,10+,,,,,,2024,7/25/2024,Houston,CGA,Hair Snare,11,7,,,,32.48712,-83.55912,,
983,983,495-24,UGA_173101_P011_WE10,HS 079,2,6/19/2024,T,10+,,,,,,2024,6/19/2024,Twiggs,CGA,Hair Snare,11,10,,,,32.49081,-83.43561,,
988,988,500-24,UGA_173101_P011_WC11,HS 043,5,7/11/2024,T,10+,,,,,,2024,7/11/2024,Houston,CGA,Hair Snare,11,9,,,,32.48799,-83.54105,,
994,994,585-24,UGA_173101_P011_WA12,HS 004,5,7/9/2024,T,10+,,,,,,2024,7/9/2024,Houston,CGA,Hair Snare,11,14,,,,32.40027,-83.64835,,
996,996,716-24,UGA_173101_P011_WC12,HS 095,2,6/17/2024,T,10+,,,,,,2024,6/17/2024,Twiggs,CGA,Hair Snare,11,1,,Bad sample but included as it is the only one from this snare,,32.51743,-83.467,,
998,998,799-24,UGA_173101_P011_WE12,HS 072,3,6/26/2024,B,10+,,,,,,2024,6/26/2024,Twiggs,CGA,Hair Snare,11,9,,,,32.45984,-83.48744,,
1008,1008,8-C,UGA_173101_P012_WA02,,,,,,,CGBB_M_2023_08,606-852-532,Bear 158,M,2023,6/19/2023,Houston,CGA,Capture,12,18,,,Maverick,32.48687,-83.51105,,
1046,1046,46-C,UGA_173101_P012_WB07,,,,,,,CGBB_M_2024_15,608-024-830,Bear 192,M,2024,7/11/2024,Houston,CGA,Capture,12,18,1 Testicle,,Trail Ridge,32.49785,-83.57355,,
1075,1075,75-B,UGA_173101_P012_WG10,,,,,,,,,,,2024,6/10/2024,Greene,CGA,Hair Snare,12,10,,White Plains Hair Snare Sample 1,Reynolds,33.4496,-83.0696,,
1076,1076,76-B,UGA_173101_P012_WH10,,,,,,,,,,,2024,6/10/2024,Greene,CGA,Hair Snare,12,7,,White Plains Hair Snare Sample 2,Reynolds,33.4496,-83.0696,,
1084,1084,84-RK,UGA_173101_P012_WH11,,,,,,,,,,F,2023,6/28/2023,Twiggs,CGA,Roadkill,12,30,,,,NA,NA,,
1096,5,5-CGA-H,UGA_173101_P013_WE01,170,Week 1,6/12/2012,B,10+,,,,,,2012,6/12/2012,Twiggs,CGA-H,Hair Snare,13,2,,,,32.618141,-83.445889,,
1104,13,13-CGA-H,UGA_173101_P013_WE02,101,Week 3,6/27/2012,B,10+,,,,,,2012,6/27/2012,Houston,CGA-H,Hair Snare,13,10,,Mostly white hair,,32.507839,-83.547154,,
1106,15,15-CGA-H,UGA_173101_P013_WG02,127,Week 3,6/28/2012,B,10+,,,,,,2012,6/28/2012,Twiggs,CGA-H,Hair Snare,13,12,,,,32.548345,-83.42172,,
1109,18,18-CGA-H,UGA_173101_P013_WB03,29,Week 5,7/10/2012,B,10+,,,,,,2012,7/10/2012,Bleckley,CGA-H,Hair Snare,13,17,,,,32.421385,-83.453395,,
1110,19,19-CGA-H,UGA_173101_P013_WC03,31,Week 5,7/12/2012,B,10+,,,,,,2012,7/12/2012,Houston,CGA-H,Hair Snare,13,20,,,,32.431181,-83.536936,,
1112,21,21-CGA-H,UGA_173101_P013_WE03,76,Week 5,7/11/2012,T,10+,,,,,,2012,7/11/2012,Houston,CGA-H,Hair Snare,13,20,,,,32.487082,-83.559081,,
1121,30,30-CGA-H,UGA_173101_P013_WF04,88,Week 7,7/25/2012,B,10+,,,,,,2012,7/25/2012,Houston,CGA-H,Hair Snare,13,7,,,,32.501425,-83.557955,,
1154,65,65-NGA,UGA_173101_P013_WB09,,,,,,20221055,,604-315-873,86589,F,2022,5/24/2022,Murray,NGA,Capture,13,8,,3449R/3448L,Hickory Ridge,NA,NA,,
1156,67,67-NGA,UGA_173101_P013_WD09,,,,,,20221059,,N/A,Bear 3103,F,2022,5/27/2022,Murray,NGA,Capture,13,8,,3103R/3119L,Cisco,NA,NA,,
1180,90-B.13,90-B.13,UGA_173101_P013_WD12,,,,,,,CGBB_M_2022_05,606-297-814,84313-A,M,2022,7/15/2022,Houston,CGA,Capture,13,15,,,Boundary,32.49688,-83.52831,,
